taxpayer_id,name,income,declared_tax,paid_tax,deductions,year,tax_rate,tax_payment_ratio,deduction_ratio,filing_status_Head of Household,filing_status_Married,filing_status_Single
30,Nyambura Rudisha,0.04271881352174068,0.018774306542938126,0.019390031211400136,0.024251576423970314,2022,0.2705189143551908,1.0,0.45048439290820064,False,True,False
31,Kosgei Kipkemoi,0.034411261464864014,0.03963327339653946,0.04023590894540744,0.02307017744321436,2023,0.9004350068430135,1.0,0.4491177441668656,True,False,False
32,Chepkoech Njuguna,0.018016440886255407,0.0035285096333042337,0.004153801125495197,0.026712441069980542,2022,0.04491699364043816,1.0,0.4746791121830727,True,False,False
33,Mutua Nyong'o,0.34734918548430144,0.11930107997762075,0.0,0.09578551464708228,2022,0.1970385219181097,0.0,0.4652328613097362,True,False,False
34,Kariuki Kemboi,0.019479071326402402,0.004004758860966322,0.004629751504075201,0.021476926625607073,2023,0.05341055187509228,1.0,0.4468360207241599,False,True,False
35,Chebet Ochieng,0.06248251568498125,0.009197763147439931,0.009819497151008556,0.039518292089017845,2023,0.004234467442900902,1.0,0.473979132700405,True,False,False
36,Njoroge Kimutai,0.06935859642282442,0.022177680070553474,0.022791269102891285,0.03326019747790318,2022,0.16662336276951992,1.0,0.46098982373304853,True,False,False
37,Njoroge Rotich,0.027145299963997255,0.009687327179530454,0.010308753978901962,0.023378758727899622,2022,0.18671249549884042,1.0,0.4522938218706452,True,False,False
38,Ruto Njuguna,0.832755838231888,0.19043841990852617,0.0,0.23474098424379805,2022,0.08450787761863446,0.0,0.4699897062631962,False,True,False
39,Njoroge Kamau,0.049352291070308175,0.009110813439733032,0.009732602004734676,0.031219716591315803,2024,0.03881109712321118,1.0,0.4642972529111254,True,False,False
40,Kimani Kamau,0.043409617866427094,0.009682629532080595,0.01030405927925243,0.033405562882094744,2024,0.07358648904864198,1.0,0.47261034731986595,False,False,True
41,Odinga Kiprono,0.019630507467571664,0.003960693198691264,0.004585713493252277,0.02218479381862815,2023,0.0502980987679153,1.0,0.4502485755085228,False,True,False
42,Cherono Rotich,0.08964710175875862,0.03684471528639553,0.03744910067123836,0.021337450870093734,2024,0.25553624629637894,1.0,0.4418390992665646,False,False,True
43,Maina Kirui,0.05338134021065294,0.014640463246831199,0.015258781925325704,0.03538539248931427,2022,0.12200012204443292,1.0,0.4709946204915115,False,True,False
44,Kiplangat Kibaki,0.020118144699543206,0.005676343215194993,0.006300286929673918,0.025683769554263925,2024,0.1171787808649509,1.0,0.4667767370819525,False,True,False
45,Mutua Karanja,0.051446300529381615,0.008295065519068862,0.008917365970501273,0.03444151577854025,2024,0.01730303935241223,1.0,0.4700982413062947,False,True,False
46,Ruto Kirui,0.0839545252013907,0.018095770275702045,0.018711920729506788,0.11985023591572712,2024,0.06905662108582683,1.0,0.5711633455077941,False,False,True
47,Keter Moi,0.08610719657771197,0.03180719448453536,0.03241474094215306,0.03256749814723149,2024,0.2155167737245933,1.0,0.45627574408612886,True,False,False
48,Ruto Kipchoge,0.08757559276109532,0.029329084585004203,0.029938186070589966,0.02726330475166165,2024,0.18282457231732727,1.0,0.4493380950526166,False,False,True
49,Otieno Rotich,0.04991948350512268,0.019688993259279388,0.02030414395665715,0.02626071308437291,2024,0.23221946973059146,1.0,0.4534361202655492,True,False,False
50,Gathoni Ngugi,0.06261414338423052,0.01643237077960687,0.01704956502599683,0.03674751493636083,2024,0.11207826481986463,1.0,0.46911402604954927,False,False,True
51,Muthoni Kenyatta,0.04113588597184023,0.014008442335325626,0.014627157610514238,0.023377306485759787,2023,0.17989623755335668,1.0,0.4486037324148973,False,True,False
52,Ruto Kiprono,0.002196245930605724,0.0008208490470361029,0.0014478396115484543,0.02186130688197985,2024,0.08908584618610838,1.0,0.4718670932957195,False,True,False
53,Ruto Korir,0.07108572782272658,0.013512710839711976,0.014131737189215924,0.031438500903687924,2023,0.044599526258588484,1.0,0.4577170644359523,False,False,True
54,Kimani Muchiri,0.08908905013639198,0.018123005102942027,0.018739138466738744,0.13138057459533525,2022,0.05765893476131753,1.0,0.5782439589065156,False,True,False
55,Kiplangat Kibaki,0.04957428222975635,0.01031159553174761,0.010932630599199782,0.021077882757627908,2023,0.060372865939347126,1.0,0.4423600121454817,False,True,False
56,Odhiambo Kenyatta,0.06508658247864561,0.0246802292647931,0.025292247933367294,0.03987461583405019,2022,0.2218246201528927,1.0,0.47330872067250473,True,False,False
57,Wangari Kuria,0.047920940289460805,0.01358464536753313,0.014203626577714302,0.02602226299302385,2022,0.12960340213341567,1.0,0.45340808769614294,False,False,True
58,Njeri Rotich,0.026836581579631636,0.011461452819811877,0.012081766345316877,0.02748902755425743,2022,0.24727081756107286,1.0,0.4677845557774019,False,True,False
59,Jelimo Kamau,0.08327187727396544,0.01807928527974303,0.018695446077975908,0.03793716345927224,2022,0.07052617568214034,1.0,0.4638906562230773,False,True,False
60,Keter Gitau,0.447414000875951,0.18524763475612396,0.0,0.02133472791608154,2023,0.2671840707887966,0.0,0.4406937954939608,True,False,False
61,Muthoni Mwangi,0.08897514155050319,0.02308547882529648,0.023698498208784873,0.023918246512818687,2024,0.11105301010304522,1.0,0.4450522965163283,False,False,True
62,Otieno Owino,0.007295171921304556,0.004145976483692146,0.0047708805119446125,0.02290484370960006,2023,0.2771768952932717,1.0,0.4683296054305405,False,False,True
63,Ruto Kibaki,0.07472720651528184,0.030550011803199467,0.031158347150055218,0.008300168930049912,2022,0.2514125491181296,1.0,0.42300626796958096,True,False,False
64,Keter Bett,0.017721001792061306,0.004372155239437505,0.0049969173392423955,0.020912367493746132,2023,0.0861130004496321,1.0,0.4443603372661677,False,False,True
65,Cheruiyot Sang,0.035382216643804254,0.012315243038843003,0.012935020806159998,0.03185033257050953,2022,0.18423344712645992,1.0,0.4746180928020742,False,False,True
66,Kiprop Karanja,0.05349516843775098,0.01624898960952434,0.01686629892863498,0.027505607318687217,2023,0.1493298968158102,1.0,0.4551232771871745,False,True,False
67,Kosgei Kiprotich,0.033283365567588104,0.014109859644381172,0.014728511279635148,0.029439852658739697,2023,0.25055167802781153,1.0,0.46908648712415474,False,True,False
68,Otieno Kamau,0.0920960359068792,0.029164378725029083,0.029773583564472888,0.026076641393148792,2024,0.16579831039815016,1.0,0.44749266604080135,False,False,True
69,Wangari Ouma,0.08088542208565336,0.015049821433198057,0.01566788323711695,0.03761196207009775,2022,0.04098825387201768,1.0,0.4641090078786042,False,False,True
70,Cherono Wanjala,0.09198395548347998,0.01888687716219671,0.019502531191958897,0.0059064503129773425,2022,0.05953564995895569,1.0,0.4232542526822259,False,False,True
71,Kipchoge Kamau,0.0827766260465703,0.013445243399956638,0.014064312085660354,0.035572671215263856,2023,0.018568932327419102,1.0,0.4608808412166857,False,False,True
72,Kibet Muchiri,0.02776277691212387,0.03301636317414447,0.03362315087157531,0.027791275449610638,2022,0.9113248637155614,1.0,0.4680838830709764,True,False,False
73,Keter Kemboi,0.3792710722395997,0.05818275572011347,0.05877375136398306,0.023967663085632526,2023,0.009905248205673789,1.0,0.4415397333261717,False,True,False
74,Mutua Ngugi,0.054902291043187085,0.008327574392218805,0.008949854444149578,0.020548560667687687,2022,0.008455530281397478,1.0,0.4411455978575076,False,False,True
75,Kimani Moi,0.006999632378622015,0.0017659407821479253,0.002392338296254903,0.021300438865557655,2023,0.07338438621417467,1.0,0.45228045314242366,True,False,False
76,Kimani Ouma,0.06878728559998395,0.01391440292655943,0.014533177212008547,0.035259955074486,2022,0.05601396894074637,1.0,0.4643212049554709,False,True,False
77,Odinga Kuria,0.8378638648556394,0.3482233194735442,0.0,0.07626538345475456,2024,0.26980015330085694,0.0,0.4480853566071908,False,True,False
78,Omondi Lagat,0.015144277076949791,0.0037802804806782737,0.004405413985239519,0.023749241833795363,2024,0.08614600771696634,1.0,0.46197461277168617,True,False,False
79,Ruto Kiprotich,0.09178096917804429,0.02397238313586066,0.024584845981881456,0.02869186727660568,2024,0.1128355328373242,1.0,0.45066644695093305,True,False,False
80,Jelimo Owino,0.07568743379565689,0.06729616295291697,0.06788143988223966,0.024382379066704082,2022,0.705820777338007,1.0,0.446500698360287,True,False,False
81,Muthoni Muchiri,0.9376372590926324,0.14954583115634842,0.0,0.2756872942669575,2024,0.015924083411695822,0.0,0.4717118746827434,True,False,False
82,Kiprop Mutai,0.046862052503741855,0.014052219798370631,0.014670907602953755,0.022393472946110583,2022,0.1444265788513354,1.0,0.44544858945503546,False,False,True
83,Kiprop Kipchoge,0.03869046752081499,0.0073416736461315215,0.007964572356352704,0.03273053249745772,2022,0.04291919989857104,1.0,0.4743457107794175,False,False,True
84,Omondi Kirui,0.034987835788498636,0.006622472467535005,0.007245822480560631,0.026659696442262917,2022,0.04219506771007556,1.0,0.45960807018833016,False,False,True
85,Keter Kimutai,0.014433644200645697,0.005883010883065786,0.00650682491241505,0.024391576600256374,2022,0.2084377617718404,1.0,0.4668219689341218,False,True,False
86,Ruto Korir,0.09304350622922261,0.03613972232984062,0.036744550101748256,0.036307606588169075,2022,0.23436011390617792,1.0,0.45958783569059264,False,False,True
87,Chepkoech Karanja,0.04586825533853079,0.011611921637822391,0.012232140743293651,0.028286974100007727,2022,0.10143294921055265,1.0,0.4591822944517501,True,False,False
88,Kamau Bett,0.04430497551296884,0.017375819779107394,0.017992422005917857,0.02556002642193213,2024,0.22812765990354908,1.0,0.4532779029630195,False,False,True
89,Akinyi Kenyatta,0.002512819386767201,0.0015738271753947947,0.002200345241875822,0.02181618652549636,2024,0.19259161404836853,1.0,0.4695460710742975,False,False,True
90,Kosgei Nyong'o,0.078163087241702,0.033929407154874434,0.034535621912046906,0.03140770126830559,2022,0.2758821467967276,1.0,0.4561821350222001,False,True,False
91,Auma Kimutai,0.036347566797089656,0.0053046526681960245,0.00592882962059396,0.02941504352218418,2023,0.003447410250235927,1.0,0.46683783270009044,False,False,True
92,Wambui Ouma,0.004594493771460443,0.002251297105479679,0.0028773900557505666,0.021768403725089838,2022,0.18984734883216117,1.0,0.46186458683688564,True,False,False
93,Chebet Kipchoge,0.055131052430755986,0.013649836033371051,0.014268776336040956,0.031916954178674475,2023,0.09748435782556272,1.0,0.46332255591889876,False,False,True
94,Kamau Lagat,0.03717514180363337,0.015708673693021535,0.016326322063423607,0.010458462960231417,2022,0.2520359997190046,1.0,0.4132028857763279,False,False,True
95,Chepkoech Njuguna,0.08785297121706825,0.029470792146421117,0.03007980470971117,0.035882341681554,2024,0.183377373750184,1.0,0.4601379428188507,True,False,False
96,Kibet Ngugi,0.08695478092315256,0.016550186624852414,0.017167306941133595,0.0363155132398193,2023,0.045145252852136,1.0,0.46088236138453603,True,False,False
97,Wangari Owino,0.041685700818154946,0.00889622029303579,0.009518143516449853,0.028172388161168786,2024,0.06461579455951577,1.0,0.46061210217771065,False,False,True
98,Odinga Kamau,0.0722955695968703,0.030208178696433958,0.03081672854549622,0.01292499538459295,2024,0.25951535830939565,1.0,0.42944599250042087,False,True,False
99,Kamau Nyong'o,0.073357109222684,0.02654179455147251,0.02715264507730788,0.038079220978589734,2024,0.20680192536526495,1.0,0.4671130556204429,True,False,False
100,Wambui Kibaki,0.09637604555073767,0.018822522274125942,0.01943821668694412,0.03211865447587381,2024,0.05004060953888523,1.0,0.45413548902983436,True,False,False
101,Kosgei Ngugi,0.022901632583255678,0.007825934812389074,0.008448529645991422,0.020266381951905815,2024,0.1698085649499332,1.0,0.44082838990091866,True,False,False
102,Maina Sang,0.051864789021912376,0.017980288844219927,0.018596511763275616,0.024405776301179207,2022,0.18871004810384198,1.0,0.44915168308654874,False,True,False
103,Kamau Kipkemoi,0.04991385838977015,0.020116536817062568,0.020731419228441378,0.03292232931006457,2023,0.2401537297048201,1.0,0.4676915187199337,False,False,True
104,Odinga Sang,0.07476690375791256,0.011886834883369663,0.01250688147922555,0.03917949609981212,2023,0.015285093715675269,1.0,0.4682466543720879,False,True,False
105,Kipchoge Rotich,0.09405456044474735,0.018216698672632158,0.018832773243184348,0.0381620592906495,2024,0.04845554224306814,1.0,0.46157216538158746,True,False,False
106,Ruto Ngugi,0.07229564995566104,0.0842931736640431,0.08486778487307865,0.042245844867985036,2023,0.9653641896625501,1.0,0.47378549845099643,True,False,False
107,Auma Kibaki,0.5011032960624574,0.1385927905982725,0.0,0.08552687617128624,2024,0.1315996954224731,0.0,0.45532858995376563,False,False,True
108,Odhiambo Moi,0.04267381259892042,0.016955567661844546,0.017572433599233824,0.02744683185208333,2023,0.23212485127538715,1.0,0.4583911103040142,False,False,True
109,Kamau Rudisha,0.03638266349894992,0.008772899842496238,0.009394900450190015,0.02622358005965851,2023,0.08881350225742385,1.0,0.4576991530297929,False,True,False
110,Akinyi Bett,0.003320003350157986,0.0014535039968477921,0.0020800975668034158,0.022086303563505712,2023,0.13939234148860732,1.0,0.47058701258630503,False,True,False
111,Keter Kirui,0.045325431707011365,0.013717505212587425,0.01433640305246491,0.010850386807719449,2022,0.14661829069834112,1.0,0.41861039909928743,False,False,True
112,Ruto Kipkemoi,0.013760820135389696,0.006338653865779105,0.006962181976581456,0.013461034094429907,2023,0.24724920368291678,1.0,0.39688779745478314,True,False,False
113,Auma Bett,0.5868380497347386,0.18761867864169052,0.0,0.13917925607645845,2023,0.17441005745790175,0.0,0.4636414167392811,False,False,True
114,Keter Sang,0.09029304580850858,0.016955423562229517,0.01757228959004212,0.02850539535184489,2023,0.042768325137538865,1.0,0.45060031323485084,False,False,True
115,Ruto Lagat,0.0394367596105146,0.006690343386212417,0.007313650809852971,0.025434750367341625,2023,0.02480082199206393,1.0,0.4543883329260816,True,False,False
116,Kiprop Nyong'o,0.33003510051890284,0.08013408411538356,0.0,0.07937965621354204,2023,0.09787905913151301,0.0,0.4608522878115892,True,False,False
117,Chepkoech Kuria,0.27237208321948336,0.07392667617897045,0.0,0.04116971327233741,2023,0.12574646717924906,0.0,0.4491653873338713,False,True,False
118,Kamau Rotich,0.04105494457985682,0.017615198059589166,0.01823165007517568,0.023423334493580677,2024,0.2601682844687083,1.0,0.4487363144851835,False,False,True
119,Chebet Kipchoge,0.05660643982893462,0.02369562541524105,0.02430826192829575,0.036461826635407694,2022,0.25666540450204556,1.0,0.47141594552443417,False,False,True
120,Kamau Bett,0.048702831323462877,0.013441785009196006,0.01406085586505947,0.08810323440747281,2022,0.12286340802504772,1.0,0.589102438082687,False,False,True
121,Kimani Kemboi,0.20536165102117843,0.08487000442299358,0.0,0.05274105762236618,2024,0.2637847197667371,0.0,0.4583502848796069,False,False,True
122,Gathoni Kipkemoi,0.03870366645219575,0.04777080921646151,0.048368338415609724,0.023752146318075033,2023,0.9853145169013547,1.0,0.4500835098434581,False,True,False
123,Kosgei Gitau,0.03898407845251951,0.010007285964734963,0.010628511988160371,0.02471466013631027,2023,0.10338403134244462,1.0,0.45260325432519843,True,False,False
124,Omondi Ouma,0.013848491576098462,0.0019365835462621295,0.0025628739810701646,0.020363944385661133,2022,2.8306362784558114e-06,1.0,0.4416780505197563,False,False,True
125,Kiplangat Ondiek,0.03670908090697833,0.012120045700328309,0.012739945955078465,0.02244303070913246,2022,0.16880332322062216,1.0,0.44684871052794467,True,False,False
126,Kamau Rotich,0.021963986123081505,0.009633722122740652,0.010255182559588268,0.02599584025409074,2023,0.25037923625112646,1.0,0.4662887895192219,True,False,False
127,Kibet Kiprono,0.031317689097343164,0.009285001054376884,0.009906680315665843,0.022263799825041126,2022,0.13645724139965779,1.0,0.4472479710419917,False,True,False
128,Auma Kirui,0.06743904589847026,0.011753571559393293,0.012373701778738172,0.023071871725710832,2023,0.02965015573132873,1.0,0.4450890030220056,True,False,False
129,Kariuki Kemboi,0.04274834537734148,0.018997488026690938,0.01961307264751049,0.031852873994254245,2022,0.27501059403949024,1.0,0.469234503217397,False,True,False
130,Jelimo Kimutai,0.05049340598866254,0.013554182708916559,0.014173183034588185,0.027507947042134728,2024,0.11618743863035033,1.0,0.4559391980773453,False,False,True
131,Nyambura Sang,0.029393196507357843,0.0061664260058996116,0.0067900621906574555,0.02279584486899354,2023,0.059594022762553545,1.0,0.4494801768740234,True,False,False
132,Muthoni Ochieng,0.061151171419222834,0.02587314351782724,0.02648441362596539,0.027710232270195943,2022,0.2620793084368447,1.0,0.45375548538845223,False,False,True
133,Kimani Kibaki,0.07266738972167272,0.016313171578057076,0.016930440622619707,0.03977592387863056,2023,0.07710310026465425,1.0,0.469906692904565,False,False,True
134,Odinga Ngugi,0.07466792181740567,0.028990421669769274,0.029599735668248445,0.03859995063586927,2023,0.23196942209110086,1.0,0.4674317095950402,False,True,False
135,Keter Sigei,0.06952465786391027,0.04892228042021408,0.049519087064673895,0.03945872999125488,2023,0.5281116018868097,1.0,0.47067000733853903,False,True,False
136,Mutua Rudisha,0.46342090948190945,0.14889579779296455,0.14942987049022977,0.03477222358582829,2022,0.17568304487974626,1.0,0.4440012451027486,False,True,False
137,Gathoni Kamau,0.011106870622366982,0.004766123586919548,0.005390638469359711,0.023530719731809605,2022,0.21216813491217532,1.0,0.4660661888436103,True,False,False
138,Chepkoech Karanja,0.06343002618672004,0.022540234701959774,0.02315359622921724,0.02329749367815801,2022,0.1991829279713582,1.0,0.4457540302755362,True,False,False
139,Odhiambo Sang,0.06169080078880993,0.015071378735605998,0.015689427012195792,0.02260695254066636,2024,0.09503284879047319,1.0,0.44468310282379736,False,True,False
140,Kibet Kibaki,0.05708391167387623,0.02562710783513125,0.026238532332050864,0.03582284009388019,2023,0.2850254358738733,1.0,0.4699667279200546,False,True,False
141,Muthoni Sigei,0.02470570752530142,0.005709601406343075,0.006333524251119081,0.02425595332041954,2024,0.07679853166361333,1.0,0.4568281319153082,True,False,False
142,Njeri Kuria,0.046629253086937744,0.015922892180719708,0.016540406127810003,0.021033206141798252,2024,0.18253161981889796,1.0,0.4423724775330151,False,False,True
143,Ruto Wanjala,0.021836095107602132,0.004909560343716778,0.005533985218781357,0.009389088324539973,2024,0.07036555390119736,1.0,0.39230084988168,False,False,True
144,Kiplangat Kemboi,0.200719564755896,0.07698625684505593,0.0,0.05539196428839763,2024,0.23465347362610048,0.0,0.4602516668086701,True,False,False
145,Kimani Muchiri,0.04874070040360404,0.01740838629210335,0.018024968083242842,0.027218103715059283,2023,0.1975496094773395,1.0,0.45582157333659423,False,False,True
146,Wanjiku Ochieng,0.005519162286928415,0.003382190884206478,0.004007574192239483,0.020452067245507525,2022,0.27564147720202914,1.0,0.44386393167255667,False,False,True
147,Kimani Ngugi,0.058219722912041055,0.023837160057119933,0.02444970775638691,0.02792092840065037,2023,0.24857340793581337,1.0,0.4547754019075099,True,False,False
148,Nyambura Korir,0.017280916874516355,0.004865206482211667,0.005489659189575025,0.02568508060619572,2023,0.11389529128350598,1.0,0.4702972866022722,True,False,False
149,Wangari Karanja,0.02516630402418543,0.005197961313230515,0.005822205215056703,0.02843502211815204,2023,0.05587317137258366,1.0,0.4730921362376411,True,False,False
150,Nyambura Wanjala,0.026985667226171448,0.00513986034845189,0.005764140708961859,0.026983022018673454,2023,0.04234343143757624,1.0,0.46576959562522763,True,False,False
151,Ruto Kibaki,0.03314695652028918,0.00510507470138453,0.005729376890084639,0.024655178718666185,2022,0.010702585998613623,1.0,0.4543357476670184,False,True,False
152,Muthoni Owino,0.09471402486104108,0.031890080583098515,0.032497575029220904,0.020560844215787126,2022,0.18510847459590637,1.0,0.44085723210910693,False,True,False
153,Chepkoech Owino,0.2328823470761665,0.09595968023603747,0.0,0.059405235441832266,2024,0.2631632744538934,0.0,0.45951096598772245,False,True,False
154,Keter Kipkemoi,0.024168790264902155,0.010709829227834432,0.01133061440139152,0.02590723331353107,2022,0.25763937638800694,1.0,0.4639009863026696,False,False,True
155,Kosgei Ouma,0.0701197147094175,0.05045990977231425,0.05105575154566506,0.03128629785942131,2024,0.5433821842347037,1.0,0.45770583783450436,False,True,False
156,Kiprop Owino,0.0527124738158414,0.016588344202911394,0.017205440575096674,0.0347685929804787,2022,0.15931908874692016,1.0,0.47010068426279467,True,False,False
157,Rotich Karanja,0.02358319566700579,0.019424858664936085,0.020040175108264672,0.022169484766070717,2024,0.5805662972209524,1.0,0.44877372083706973,False,False,True
158,Wangari Njuguna,0.06066564360550849,0.023954745342981434,0.02456721925681695,0.03013836095797072,2023,0.2355813832346567,1.0,0.4581877616534624,False,False,True
159,Kariuki Nyong'o,0.09324442329579648,0.03595518836283787,0.03656013193085278,0.03354689428034231,2024,0.23169118081514609,1.0,0.45627252847588656,False,False,True
160,Kamau Kiprotich,0.8795063326443706,0.15860142562360335,0.1591294079845493,0.03390509383813862,2023,0.03658352746356161,1.0,0.44218957869638986,False,True,False
161,Mutua Owino,0.051302518563031335,0.021420378953743994,0.022034443196812813,0.028193022101572277,2024,0.25401152962645546,1.0,0.4571409500180935,False,True,False
162,Chepkoech Kirui,0.06174343579675149,0.012108604190895217,0.012728511625257209,0.03202345193559572,2022,0.04997202468158604,1.0,0.46120422277961115,False,False,True
163,Rotich Kemboi,0.08489604897321858,0.03301002279108331,0.033616814467140356,0.023272624031513332,2022,0.23387225830415367,1.0,0.44442798311213616,False,True,False
164,Nyambura Mutai,0.9237964618707483,0.15652826446221924,0.0,0.11917524587114954,2024,0.025789311056686942,0.0,0.45271060775215305,False,False,True
165,Nyambura Kimutai,0.07673280121483206,0.020542524099003465,0.02115713920095521,0.03393621619399648,2022,0.1181902334128698,1.0,0.46007531946494956,True,False,False
166,Wambui Mutai,0.027876243524663533,0.004036720155579167,0.004661692742795033,0.022172570780617868,2023,0.0027273035817702296,1.0,0.4476572531626896,False,False,True
167,Kariuki Njuguna,0.011005096213881512,0.004347917684190073,0.00497269499319787,0.02149439387134454,2022,0.186856016960649,1.0,0.45060210789562805,True,False,False
168,Njoroge Ouma,0.08700685341955885,0.03613312256747241,0.036737954480768234,0.021465086818161474,2024,0.2593070764823042,1.0,0.44204281034734844,False,True,False
169,Kiplangat Kiprotich,0.05843249290025061,0.02225235249106013,0.02286589466603203,0.020999582702255125,2022,0.22196586043953712,1.0,0.4419365955626843,True,False,False
170,Cheruiyot Ngugi,0.07053727907585462,0.01633282676554667,0.016950083476368064,0.03633053991196064,2022,0.08365143005287226,1.0,0.4654167717882518,False,True,False
171,Kamau Sang,0.061577153368991076,0.016629585512731936,0.017246656005762213,0.027316069549409,2023,0.11910349916816595,1.0,0.45297527677589233,False,True,False
172,Rotich Kamau,0.00922850397827243,0.001774586759049506,0.0024009788477571117,0.020187940706324993,2023,0.037653604117104084,1.0,0.4405926050988214,False,True,False
173,Kariuki Rudisha,0.0851414647201705,0.018662542881523688,0.019278337682314916,0.021745450231268552,2023,0.07256601848777869,1.0,0.4424401773728174,False,True,False
174,Gathoni Kirui,0.07642898471670223,0.025718784010211014,0.02633015097981262,0.03322891376180756,2023,0.18325963241985746,1.0,0.45913499675660235,True,False,False
175,Wanjiku Mutai,0.2704036745503529,0.04096040203100914,0.041562204799158155,0.022160851993350585,2022,0.008024025729701012,1.0,0.4412340745344553,True,False,False
